"security_id","symbol","name","series","tick_size","lot_size","instrument_type","segment","exchange","upper_limit","lower_limit","expiry_date","strike_price","freeze_quantity"
"503772","MODWOOL","Modella Woollens","X","1.0000","1","ES","E","BSE","73.7600","66.7400","","","80000"
"517174","HONAUT","Honeywell Automation","A","5.0000","1","ES","E","BSE","36683.4500","24455.6500","","","3262"
"532807","CINELINE","Cineline India","B","1.0000","1","ES","E","BSE","106.1100","70.7500","","","1120512"
"530255","KAYPOWR","Kay Power And Paper","X","1.0000","1","ES","E","BSE","10.1400","6.7600","","","80000"
"540544","PSPPROJECT","PSP Projects","B","5.0000","1","ES","E","BSE","808.5500","539.0500","","","148458"
"21704","DCAL","Dishman Carbogen Amcis","EQ","1.0000","1","ES","E","NSE","198.2600","132.1800","","","605182"
"533252","WELINV","Welspun Investments","B","5.0000","1","ES","E","BSE","1543.2000","1028.8000","","","75435"
"4981","KESORAMIND","Kesoram Industries Ltd","BE","1.0000","1","ES","E","NSE","8.5400","7.7400","","","10158701"
"532702","GSPL","Gujarat State Petronet Ltd","A","5.0000","1","ES","E","BSE","334.3500","222.9500","","","358274"
"760","CGPOWER","CG Power & Ind.","EQ","5.0000","1","ES","E","NSE","811.0000","663.6000","","","135437"
"519475","CHORDIA","Chordia Food Products","X","1.0000","1","ES","E","BSE","78.1700","70.7300","","","80000"
"532859","HGS","Hinduja Global Solutions","B","5.0000","1","ES","E","BSE","450.0000","300.0000","","","267165"
"3149","BORORENEW","Borosil Renewables","EQ","5.0000","1","ES","E","NSE","506.5500","337.7500","","","236778"
